Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constiuent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
41.34.41,FALSE,FALSE,TRUE,344,774,The American Wing,1941,Basin,Basin,American,,,,,1150,Maker,,George Lightner,1749–1815,,"Lightner, George",,1749,1815,,,,ca. 1806–15,1803,1815,Pewter,H. 2 5/8 in. (6.7 cm); Diam. 11 5/8 in. (29.5 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1941",Made in,Baltimore,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/344,,,"Metropolitan Museum of Art, New York, NY",Basins,http://vocab.getty.edu/page/aat/300045614,https://www.wikidata.org/wiki/Q2383211
18.95.5,FALSE,FALSE,TRUE,345,774,The American Wing,1918,Basin,Basin,American,,,,,1151,Maker,,"Lyman, Fenton & Co.",1849–52,,"Lyman, Fenton and Company ",,1849,1849,,,,1849–58,1849,1858,Mottled brown earthenware,H. 4 3/4 in. (12.1 cm); Diam. 15 in. (38.1 cm),"Rogers Fund, 1918",Made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/345,,,"Metropolitan Museum of Art, New York, NY",Basins,http://vocab.getty.edu/page/aat/300045614,https://www.wikidata.org/wiki/Q2383211
1973.343.1,FALSE,FALSE,TRUE,346,774,The American Wing,1973,Basin,Basin,American,,,,,1151,Maker,,"Lyman, Fenton & Co.",1849–52,,"Lyman, Fenton and Company ",,1849,1849,,,,ca. 1849–58,1846,1858,Mottled brown earthenware,H. 4 3/8 in. (11.1 cm); Diam. 13 in. (33 cm),"Gift of Jerome Gratenstein, 1973",Made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/346,,,"Metropolitan Museum of Art, New York, NY",Basins,http://vocab.getty.edu/page/aat/300045614,https://www.wikidata.org/wiki/Q2383211
43.162.37,FALSE,FALSE,TRUE,347,774,The American Wing,1943,Basin,Basin,American,,,,,1152,Maker,,John Skinner,1733–1813,,"Skinner, John",,1733,1813,,,,1756–85,1756,1785,Pewter,H. 2 in. (5.1 cm); Diam. 8 in. (20.3 cm),"Gift of Joseph France, 1943",Made in,Boston,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/347,,,"Metropolitan Museum of Art, New York, NY",Basins,http://vocab.getty.edu/page/aat/300045614,https://www.wikidata.org/wiki/Q2383211
18.82.1,FALSE,FALSE,TRUE,348,774,The American Wing,1918,Basin,Basin,American,,,,,1153,Maker,,United States Pottery Company,1852–58,,United States Pottery Company ,,1852,1852,,,,ca. 1849–58,1846,1858,Mottled brown earthenware,H. 4 1/4 in. (10.8 cm); Diam. 13 1/2 in. (34.3 cm),"Gift of Mrs. Robert W. de Forest, 1918",Made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/348,,,"Metropolitan Museum of Art, New York, NY",Basins,http://vocab.getty.edu/page/aat/300045614,https://www.wikidata.org/wiki/Q2383211
14.102.132,FALSE,FALSE,TRUE,349,774,The American Wing,1914,Basin,Basin,British (American market),,,,,,,,,,,,,,,,,,ca. 1816–ca. 1830,1813,1833,"Earthenware, transfer-printed",Diam. 13 3/4 in. (34.9 cm),"Bequest of Mary Mandeville Johnston, from the collection of Mr. and Mrs. Edward W. S. Johnston, 1914",Made in,,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/349,,,"Metropolitan Museum of Art, New York, NY",Flowers|Ships,http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300082981,https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q11446
1982.91.1,FALSE,FALSE,TRUE,350,734,The American Wing,1982,Basin,Basin,British (American market),,,,,,,,,,,,,,,,,,1857–90,1857,1890,Earthenware,H. 13 in. (33 cm),"Friends of the American Wing Fund, 1982",Made in,,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/350,,,"Metropolitan Museum of Art, New York, NY",Basins,http://vocab.getty.edu/page/aat/300045614,https://www.wikidata.org/wiki/Q2383211
40.184.2,FALSE,FALSE,TRUE,351,704,The American Wing,1940,Basin,Basin,American,,,,,1154|1155,Maker|Maker,Attributed to|Attributed to,Joseph Leddel Sr.|Joseph Leddel Jr.,ca. 1690–1754|1718–1754,,"Leddel, Sr. Joseph|Leddel, Jr. Joseph",,1690      |1718      ,1754      |1754      ,|,|,|,1712–54,1712,1754,Pewter,2 3/4 x 12 7/8 x 12 7/8 in. (7 x 32.7 x 32.7 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1940",Made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/351,,,"Metropolitan Museum of Art, New York, NY",Basins,http://vocab.getty.edu/page/aat/300045614,https://www.wikidata.org/wiki/Q2383211
17.64.3,FALSE,FALSE,TRUE,352,,The American Wing,1917,Basin Stand,Basin Stand,American,,,,,,,,,,,,,,,,,,1815–20,1815,1820,Mahogany,33 3/4 x 18 x 18 in. (85.7 x 45.7 x 45.7 cm),"Gift of William R. Stewart, 1917",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/352,,,"Metropolitan Museum of Art, New York, NY",,,
17.64.4,FALSE,FALSE,TRUE,353,,The American Wing,1917,Basin Stand,Basin Stand,American,,,,,,,,,,,,,,,,,,1815–20,1815,1820,Mahogany,33 3/4 x 18 x 18 in. (85.7 x 45.7 x 45.7 cm),"Gift of William R. Stewart, 1917",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/353,,,"Metropolitan Museum of Art, New York, NY",,,
10.125.342,FALSE,FALSE,TRUE,354,729,The American Wing,1910,Basin stand,Basin stand,American,,,,,1156,Maker,Attributed to,William Hook,1777–1867,,"Hook, William",,1777,1867,,http://vocab.getty.edu/page/ulan/500273735,,1810–15,1810,1815,"Mahogany, mahogany veneer with white pine",41 1/2 x 22 x 16 in. (105.4 x 55.9 x 40.6 cm),"Gift of Mrs. Russell Sage, 1909",Made in,Salem,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/354,,,"Metropolitan Museum of Art, New York, NY",,,
11.60.155,FALSE,FALSE,FALSE,355,774,The American Wing,1911,Basin Stand,Basin Stand,American,,,,,1117,Maker,Attributed to the Workshop of,Duncan Phyfe,"American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York",,"Phyfe, Duncan",Scottish,1770,1854,,http://vocab.getty.edu/page/ulan/500082047,https://www.wikidata.org/wiki/Q3041258,1810–20,1810,1820,"Mahogany, white pine, tulip poplar",26 x 19 x 19 in. (66 x 48.3 x 48.3 cm),"Bequest of Maria P. James, 1910",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/355,,,"Metropolitan Museum of Art, New York, NY",,,
46.140.668,FALSE,FALSE,TRUE,356,774,The American Wing,1946,Basket,Basket,,,,,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,2 3/8 x 4 5/8 in. (6 x 11.7 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/356,,,"Metropolitan Museum of Art, New York, NY",,,
51.171.93,FALSE,FALSE,FALSE,358,774,The American Wing,1951,Basket,Basket,,,,,,,,,,,,,,,,,,,1830–1900,1830,1900,Lacy pressed blue glass,4 7/16 x 5 1/4 x 7 5/16 in. (11.3 x 13.3 x 18.6 cm),"Gift of Mrs. Charles W. Green, in memory of Dr. Charles W. Green, 1951",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/358,,,"Metropolitan Museum of Art, New York, NY",,,
66.165.1,FALSE,FALSE,FALSE,359,774,The American Wing,1966,Basket,Basket,"American, Shaker",,,,,87377,Maker,,"United Society of Believers in Christ’s Second Appearing (“Shakers”), Mount Lebanon, New York","American, active ca. 1750–present",,United Society of Believers in Christ’s Second Appearing,,1750,9999,,(not assigned),https://www.wikidata.org/wiki/Q1370167,1800–1900,1800,1900,"Wood, wicker",5 7/8 x 9 3/4 x 9 3/4 in. (14.9 x 24.8 x 24.8 cm),"Rogers Fund, 1966",Made in,New Lebanon,,,United States,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/359,,,"Metropolitan Museum of Art, New York, NY",,,
66.165.2,FALSE,FALSE,FALSE,360,774,The American Wing,1966,Basket,Basket,"American, Shaker",,,,,87377,Maker,,"United Society of Believers in Christ’s Second Appearing (“Shakers”), Mount Lebanon, New York","American, active ca. 1750–present",,United Society of Believers in Christ’s Second Appearing,,1750,9999,,(not assigned),https://www.wikidata.org/wiki/Q1370167,1800–1900,1800,1900,"Wood, wicker",12 1/4 x 19 1/2 x 14 1/4 in. (31.1 x 49.5 x 36.2 cm),"Rogers Fund, 1966",Made in,New Lebanon,,,United States,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/360,,,"Metropolitan Museum of Art, New York, NY",,,
1984.444.1,FALSE,FALSE,FALSE,361,774,The American Wing,1984,Basket,Basket,"American, Shaker",,,,,87377,Maker,,"United Society of Believers in Christ’s Second Appearing (“Shakers”), Mount Lebanon, New York","American, active ca. 1750–present",,United Society of Believers in Christ’s Second Appearing,,1750,9999,,(not assigned),https://www.wikidata.org/wiki/Q1370167,1800–1900,1800,1900,Wood; Ash,17 x 14 in. (43.2 x 35.6 cm),"Gift of Mrs. G. James Fawcett, in memory of John S. Rudd, 1984",Made in,New Lebanon,,,United States,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/361,,,"Metropolitan Museum of Art, New York, NY",,,
1985.40.15,FALSE,FALSE,FALSE,362,774,The American Wing,1985,Basket,Basket,"American, Shaker",,,,,87377,Maker,,"United Society of Believers in Christ’s Second Appearing (“Shakers”), Mount Lebanon, New York","American, active ca. 1750–present",,United Society of Believers in Christ’s Second Appearing,,1750,9999,,(not assigned),https://www.wikidata.org/wiki/Q1370167,1800–1900,1800,1900,Wood; Oak,18 1/2 x 13 1/2 in. (47 x 34.3 cm),"Gift of Mrs. G. James Fawcett, in memory of John S. Rudd, 1985",Made in,New Lebanon,,,United States,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/362,,,"Metropolitan Museum of Art, New York, NY",,,
46.140.363,FALSE,FALSE,TRUE,363,774,The American Wing,1946,Basket,Basket,American,,,,,1137,Maker,Possibly,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",,Boston and Sandwich Glass Company ,,1825,1888,,http://vocab.getty.edu/page/ulan/500334773,https://www.wikidata.org/wiki/Q4948224,1880–88,1880,1888,Blown amber and colorless glass with applied threaded decor,H. 10 1/2 in. (26.7 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/363,,,"Metropolitan Museum of Art, New York, NY",,,
54.167,TRUE,TRUE,TRUE,364,750,The American Wing,1954,Basket,Basket,American,,,,,1157,Maker,,Myer Myers,1723–1795,,"Myers, Myer",American,1723,1795,,http://vocab.getty.edu/page/ulan/500092592,https://www.wikidata.org/wiki/Q29441860,1770–76,1770,1776,Silver,11 3/16 x 14 7/16 x 11 3/8 in. (28.4 x 36.7 x 28.9 cm); 41 oz. 5 dwt. (1282.7 g),"Morris K. Jesup Fund, 1954",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/364,https://www.wikidata.org/wiki/Q29382867,,"Metropolitan Museum of Art, New York, NY",,,
46.140.666,FALSE,FALSE,TRUE,365,774,The American Wing,1946,Basket,Basket,,,,,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,4 1/2 x 6 1/4 in. (11.4 x 15.9 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/365,,,"Metropolitan Museum of Art, New York, NY",,,
46.140.667,FALSE,FALSE,TRUE,366,774,The American Wing,1946,Basket,Basket,,,,,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,4 1/2 x 6 1/4 in. (11.4 x 15.9 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/366,,,"Metropolitan Museum of Art, New York, NY",,,
37.96.1,FALSE,FALSE,TRUE,367,,The American Wing,1937,Door,"Batten Door from the Williams House, near Preston, Connecticut",American,,,,,,,,,,,,,,,,,,1670–1700,1670,1700,Pine,72 x 32 1/2 in. (182.9 x 82.6 cm),"Rogers Fund, 1937",Made in,Preston,,,United States,,,,,,,Architecture,,http://www.metmuseum.org/art/collection/search/367,,,"Metropolitan Museum of Art, New York, NY",Doors,http://vocab.getty.edu/page/aat/300002803,https://www.wikidata.org/wiki/Q36794
37.96.2,FALSE,FALSE,TRUE,368,,The American Wing,1937,Door,"Batten Door from the Williams House, near Preston, Connecticut",American,,,,,,,,,,,,,,,,,,1670–1700,1670,1700,Pine,74 x 31 in. (188 x 78.7 cm),"Rogers Fund, 1937",Made in,Preston,,,United States,,,,,,,Architecture,,http://www.metmuseum.org/art/collection/search/368,,,"Metropolitan Museum of Art, New York, NY",Doors,http://vocab.getty.edu/page/aat/300002803,https://www.wikidata.org/wiki/Q36794
20.109.14,FALSE,FALSE,FALSE,369,774,The American Wing,1920,Oil cruet,Oil Cruet,European,,,,,,,,,,,,,,,,,,1800–1900,1800,1900,Earthenware,H. 6 5/8 in. (16.8 cm),"Gift of Robert Macauley Jackson, 1920",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/369,,,"Metropolitan Museum of Art, New York, NY",,,
14.11.25,FALSE,FALSE,TRUE,370,774,The American Wing,1914,Beaker,Beaker,American,,,,,,,,,,,,,,,,,,1830–70,1830,1870,Mottled brown earthenware,H. 3 3/8 in. (8.6 cm); Diam. 3 1/16 in. (7.8 cm),"Rogers Fund, 1914",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/370,,,"Metropolitan Museum of Art, New York, NY",,,
14.75.1,FALSE,FALSE,TRUE,371,774,The American Wing,1914,Pulque beaker,Pulque Beaker,Spanish,,,,,,,,,,,,,,,,,,1775–1825,1775,1825,Non-lead glass,H. 11 3/4 in. (29.8 cm); Diam. 8 7/8 in. (22.5 cm),"Rogers Fund, 1914",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/371,,,"Metropolitan Museum of Art, New York, NY",,,
14.75.2,FALSE,FALSE,TRUE,372,,The American Wing,1914,Pulque beaker,Pulque Beaker,Spanish,,,,,,,,,,,,,,,,,,1775–1825,1775,1825,Flint,H. 11 3/4 in. (29.8 cm); Diam. 8 7/8 in. (22.5 cm),"Rogers Fund, 1914",Made in,,,,Spain,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/372,,,"Metropolitan Museum of Art, New York, NY",,,
52.77.21,FALSE,FALSE,TRUE,373,774,The American Wing,1952,Beaker,Beaker,British,,,,,,,,,,,,,,,,,,ca. 1765,1762,1765,Opaque glass with enamel decoration,H. 8 in. (20.3 cm),"Bequest of Mrs. J. Insley Blair, 1951",Probably made in,Bristol,Bristol,Bristol,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/373,,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
52.77.22,FALSE,FALSE,TRUE,374,774,The American Wing,1952,Beaker,Beaker,British,,,,,,,,,,,,,,,,,,1760–65,1760,1765,Opaque glass with enamel decoration,H. 7 1/4 in. (18.4 cm),"Bequest of Mrs. J. Insley Blair, 1951",Probably made in,Bristol,Bristol,Bristol,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/374,,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506
33.120.102,FALSE,FALSE,TRUE,376,774,The American Wing,1933,Beaker,Beaker,American,,,,,1158,Maker,,Laurent Amyot (Amiot),1764–1839,,"Amyot, (Amiot) Laurent",,1764,1839,,http://vocab.getty.edu/page/ulan/500086270,https://www.wikidata.org/wiki/Q3218993,ca. 1800,1797,1800,Silver,"Overall: H. 2 7/16 in. (6.2 cm); 3 oz. 19 dwt. (123.3 g)
Lip: Diam. 2 5/8 in. (6.7 cm)
Base: Diam. 2 15/16 in. (7.4 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,,,,Canada,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/376,,,"Metropolitan Museum of Art, New York, NY",,,
33.120.103,FALSE,FALSE,TRUE,377,774,The American Wing,1933,Beaker,Beaker,American,,,,,1159|7396,Retailer|Maker,,Bailey and Kitchen|Taylor and Lawrie,active ca. 1833–46|active 1837–62,,Bailey and Kitchen |Taylor and Lawrie,,1830      |1837      ,1846      |1862      ,|,|,|,ca. 1833–46,1830,1846,Silver,"Overall: H. 3 7/16 in. (8.7 cm); 4 oz. 8 dwt. (137.4 g)
Lip: Diam. 3 1/16 in. (7.8 cm)
Base: Diam. 2 1/2 in. (6.4 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Philadelphia,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/377,,,"Metropolitan Museum of Art, New York, NY",,,
33.120.104,FALSE,FALSE,TRUE,378,774,The American Wing,1933,Beaker,Beaker,American,,,,,1138,Maker,,Adrian Bancker,1703–1772,,"Bancker, Adrian",,1703,1772,,(not assigned),https://www.wikidata.org/wiki/Q66827450,1730–70,1730,1770,Silver,"Overall: H. 7 in. (17.8 cm); 13 oz. 5 dwt. (412 g)
Lip: Diam. 4 3/4 in. (12.1 cm)
Base: Diam. 3 3/16 in. (8.1 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/378,,,"Metropolitan Museum of Art, New York, NY",,,
33.120.621,FALSE,TRUE,FALSE,379,750,The American Wing,1933,Beaker,Beaker,American,,,,,1160,Maker,,Jurian Blanck Jr.,baptized 1645–ca. 1714/15,,"Blanck, Jr. Jurian",,1645,1714,,http://vocab.getty.edu/page/ulan/500069546,,ca. 1683,1680,1683,Silver,"Overall: H. 7 3/16 in. (18.3 cm); 17 oz. 11 dwt. (546 g)
Lip: Diam. 4 5/8 in. (11.7 cm)
Base: Daim. 3 7/16 in. (8.7 cm)","Jointly owned by The Metropolitan Museum of Art and The Reformed Protestant Dutch Church, Kingston, N. Y., 1933",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/379,https://www.wikidata.org/wiki/Q83560018,,"Metropolitan Museum of Art, New York, NY",Human Figures,http://vocab.getty.edu/page/aat/300404114,https://www.wikidata.org/wiki/Q5937779
40.184.18,FALSE,FALSE,TRUE,380,704,The American Wing,1940,Beaker,Beaker,American,,,,,1130|1161,Maker|Maker,,Thomas Danforth Boardman|Sherman Boardman,1784–1873|1787–1861,or,"Boardman, Thomas Danforth|Boardman, Sherman",,1784      |1787      ,1873      |1861      ,|,http://vocab.getty.edu/page/ulan/500334231|,https://www.wikidata.org/wiki/Q82160313|,1810–50,1810,1850,Pewter,H. 5 1/8 in. (13 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1940",Made in,Hartford,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/380,,,"Metropolitan Museum of Art, New York, NY",,,
40.184.19,FALSE,FALSE,TRUE,381,774,The American Wing,1940,Beaker,Beaker,American,,,,,1130|1161,Maker|Maker,,Thomas Danforth Boardman|Sherman Boardman,1784–1873|1787–1861,,"Boardman, Thomas Danforth|Boardman, Sherman",,1784      |1787      ,1873      |1861      ,|,http://vocab.getty.edu/page/ulan/500334231|,https://www.wikidata.org/wiki/Q82160313|,1810–50,1810,1850,Pewter,H. 5 1/8 in. (13 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1940",Made in,Hartford,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/381,,,"Metropolitan Museum of Art, New York, NY",,,
41.34.25,FALSE,FALSE,TRUE,382,774,The American Wing,1941,Beaker,Beaker,American,,,,,1130|1161,Maker|Maker,,Thomas Danforth Boardman|Sherman Boardman,1784–1873|1787–1861,,"Boardman, Thomas Danforth|Boardman, Sherman",,1784      |1787      ,1873      |1861      ,|,http://vocab.getty.edu/page/ulan/500334231|,https://www.wikidata.org/wiki/Q82160313|,1822–24,1822,1824,Pewter,H. 5 1/8 in. (13 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1941",Made in,Hartford,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/382,,,"Metropolitan Museum of Art, New York, NY",,,
43.162.6,FALSE,FALSE,TRUE,383,704,The American Wing,1943,Beaker,Beaker,American,,,,,7380,Maker,,Timothy Boardman,1798–1825,,"Boardman, Timothy",,1798,1825,,,,1822–25,1822,1825,Pewter,H. 5 1/2 in. (14 cm),"Gift of Joseph France, 1943",Possibly made in|Possibly made in,Hartford|New York,,,United States|United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/383,,,"Metropolitan Museum of Art, New York, NY",,,
33.120.105,FALSE,FALSE,TRUE,384,774,The American Wing,1933,Beaker,Beaker,American,,,,,166050,Maker,,Benjamin Burt,"American, Boston, Massachusetts 1729–1805 Boston, Massachusetts",,"Burt, Benjamin",American,1729,1805,,http://vocab.getty.edu/page/ulan/500086951,https://www.wikidata.org/wiki/Q26904976,1770–1800,1770,1800,Silver,"Overall: H. 3 3/4 in. (9.5 cm); 4 oz. 15 dwt. (148.3 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 1/4 in. (5.7 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Boston,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/384,,,"Metropolitan Museum of Art, New York, NY",,,
67.94,FALSE,FALSE,TRUE,385,704,The American Wing,1967,Tumbler,Tumbler,French,,,,,1163,Maker,,Denis Colombier,active 1776–after 1806,,"Colombier, Denis",,1776,1806,,,,1789,1789,1789,Silver,"Overall: 2 5/8 in. (6.7 cm); 2 oz. 7 dwt. (72.8 g)
Lip: Diam. 2 7/8 in. (7.3 cm)
Base: Diam. 2 in. (5.1 cm)","Purchase, Mr. and Mrs. Marshall P. Blankarn Gift, 1967",Made in,Paris,,,France,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/385,,,"Metropolitan Museum of Art, New York, NY",,,
41.34.28,FALSE,FALSE,TRUE,386,774,The American Wing,1941,Beaker,Beaker,American,,,,,1140,Maker,,Samuel Danforth,1774–1816,,"Danforth, Samuel",,1774,1816,,http://vocab.getty.edu/page/ulan/500034372,https://www.wikidata.org/wiki/Q99453266,1795–1816,1795,1816,Pewter,H. 3 1/8 in. (7.9 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1941",Made in,Hartford,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/386,,,"Metropolitan Museum of Art, New York, NY",,,
33.120.107,FALSE,FALSE,TRUE,387,774,The American Wing,1933,Beaker,Beaker,American,,,,,1164,Maker,,Samuel Drowne,1749–1815,,"Drowne, Samuel",,1749,1815,,,,1770–1800,1770,1800,Silver,"Overall: H. 3 3/8 in. (8.6 cm); 3 oz. 6 dwt. (103.2 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 7/16 in. (6.2 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Portsmouth,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/387,,,"Metropolitan Museum of Art, New York, NY",,,
33.120.108,FALSE,FALSE,TRUE,388,774,The American Wing,1933,Beaker,Beaker,American,,,,,1165,Maker,,Cary Dunn,active ca. 1765–96,,"Dunn, Cary",,1762,1796,,,,ca. 1776–96,1773,1796,Silver,"Overall: H. 3 3/16 in. (8.1 cm); 3 oz. 9 dwt. (107.7 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 3/4 in. (7 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/388,,,"Metropolitan Museum of Art, New York, NY",,,
33.120.109,FALSE,FALSE,TRUE,389,750,The American Wing,1933,Beaker,Beaker,American,,,,,1166,Maker,,Joseph Edwards Jr.,1737–1783,,"Edwards, Jr. Joseph",,1737,1783,,,,ca. 1768,1765,1768,Silver,"Overall: H. 4 1/4 in. (10.8 cm); 6 oz. 10 dwt. (202 g)
Lip: Diam. 3 5/8 in. (9.2 cm)
Base: Diam. 2 15/16 in. (7.5 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Boston,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/389,,,"Metropolitan Museum of Art, New York, NY",,,
33.120.110,FALSE,FALSE,TRUE,394,774,The American Wing,1933,Beaker,Beaker,American,,,,,1168,Maker,,John Goodhue,active ca. 1822–55,,"Goodhue, John",,1819,1855,,,,1825–50,1825,1850,Silver,"Overall: H. 3 7/16 in. (8.7 cm); 3 oz. 10 dwt. (108.4 g)
Lip: Diam. 2 13/16 in. (7.1 cm)
Base: Diam. 2 1/4 in. (5.7 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Salem,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/394,,,"Metropolitan Museum of Art, New York, NY",,,
33.120.111,FALSE,FALSE,TRUE,395,774,The American Wing,1933,Beaker,Beaker,American,,,,,1169,Maker,,"Gregg, Hayden and Company",active ca. 1832–40,,"Gregg, Hayden and Company ",,1829,1840,,,,1832–40,1832,1840,Silver,"Overall: H. 3 1/2 in. (8.9 cm); 4 oz. 10 dwt. (139.6 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 13/16 in. (7.1 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Charleston,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/395,,,"Metropolitan Museum of Art, New York, NY",,,
41.34.26,FALSE,FALSE,TRUE,396,774,The American Wing,1941,Beaker,Beaker,American,,,,,1170,Maker,,Ashbil Griswold,1784–1853,,"Griswold, Ashbil",,1784,1853,,http://vocab.getty.edu/page/ulan/500330076,,1807–35,1807,1835,Pewter,H. 3 in. (7.6 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1941",Made in,Meriden,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/396,,,"Metropolitan Museum of Art, New York, NY",,,
